Academic Year,LSS Number,LSS Name,School Number,School Name,AP Subject Group,Students Tested,Number of Exams,Exams per Student,Mean Grade per Exam,Exams with Grades 3-5,% Exams with Grades 3-5,Create Date
2019,30,Baltimore City,0382,Baltimore Design School,All English,42,42,1,1.48,*,<= 5.0,20200210
2019,30,Baltimore City,0382,Baltimore Design School,All Math & Computer Science,26,26,1,1,*,<= 5.0,20200210
2019,30,Baltimore City,0382,Baltimore Design School,All Sciences,19,19,1,1,*,<= 5.0,20200210
2019,30,Baltimore City,0400,Edmondson-Westside High,All Subjects,46,57,1.2,1.07,*,<= 5.0,20200210
2019,30,Baltimore City,0400,Edmondson-Westside High,All English,23,23,1,1.09,*,<= 5.0,20200210
2019,30,Baltimore City,0400,Edmondson-Westside High,All Sciences,34,34,1,1.06,*,<= 5.0,20200210
2019,30,Baltimore City,0403,Baltimore Polytechnic Institute,All Subjects,429,798,1.9,2.73,444,55.6,20200210
2019,30,Baltimore City,0403,Baltimore Polytechnic Institute,All AP Capstone,53,53,1,2.58,32,60.4,20200210
2019,30,Baltimore City,0403,Baltimore Polytechnic Institute,All Arts,23,23,1,2.83,13,56.5,20200210
2019,30,Baltimore City,0403,Baltimore Polytechnic Institute,All English,109,109,1,3,67,61.5,20200210
2019,30,Baltimore City,0403,Baltimore Polytechnic Institute,All History & Social Science,254,263,1,2.68,142,54,20200210
2019,30,Baltimore City,0403,Baltimore Polytechnic Institute,All Math & Computer Science,192,220,1.1,2.5,102,46.4,20200210
2019,30,Baltimore City,0403,Baltimore Polytechnic Institute,All Sciences,76,113,1.5,2.97,73,64.6,20200210
2019,30,Baltimore City,0403,Baltimore Polytechnic Institute,All World Languages & Cultures,17,17,1,3.29,15,88.2,20200210
2019,30,Baltimore City,0405,Patterson High,All Subjects,28,36,1.3,1.42,6,16.7,20200210
2019,30,Baltimore City,0405,Patterson High,All English,*,*,*,*,*,*,20200210
2019,30,Baltimore City,0405,Patterson High,All History & Social Science,18,18,1,1.33,2,11.1,20200210
2019,30,Baltimore City,0405,Patterson High,All Math & Computer Science,16,16,1,1.31,2,12.5,20200210
2019,30,Baltimore City,0405,Patterson High,All Sciences,*,*,*,*,*,*,20200210
2019,30,Baltimore City,0406,Forest Park High,All Subjects,13,15,1.2,1.07,*,<= 5.0,20200210
2019,30,Baltimore City,0406,Forest Park High,All History & Social Science,*,*,*,*,*,*,20200210
2019,30,Baltimore City,0406,Forest Park High,All Sciences,*,*,*,*,*,*,20200210
2019,30,Baltimore City,0407,Western High,All Subjects,330,410,1.2,1.68,69,16.8,20200210
2019,30,Baltimore City,0407,Western High,All Arts,25,25,1,2.92,20,80,20200210
2019,30,Baltimore City,0407,Western High,All English,170,170,1,1.63,16,9.4,20200210
2019,30,Baltimore City,0407,Western High,All History & Social Science,193,193,1,1.54,29,15,20200210
2019,30,Baltimore City,0407,Western High,All Math & Computer Science,13,13,1,2.15,4,30.8,20200210
2019,30,Baltimore City,0407,Western High,All Sciences,*,*,*,*,*,*,20200210
2019,30,Baltimore City,0410,Mergenthaler Vocational-Technical High,All Subjects,72,74,1,1.59,8,10.8,20200210
2019,30,Baltimore City,0410,Mergenthaler Vocational-Technical High,All English,62,62,1,1.56,5,8.1,20200210
2019,30,Baltimore City,0410,Mergenthaler Vocational-Technical High,All Math & Computer Science,12,12,1,1.75,3,25,20200210
2019,30,Baltimore City,0414,Paul Laurence Dunbar High,All Subjects,25,26,1,1.69,2,7.7,20200210
2019,30,Baltimore City,0414,Paul Laurence Dunbar High,All English,17,17,1,2,2,11.8,20200210
2019,30,Baltimore City,0414,Paul Laurence Dunbar High,All History & Social Science,*,*,*,*,*,*,20200210
2019,30,Baltimore City,0415,Baltimore School for the Arts,All Subjects,75,115,1.5,3.34,83,72.2,20200210
2019,30,Baltimore City,0415,Baltimore School for the Arts,All Arts,21,21,1,3.52,16,76.2,20200210
2019,30,Baltimore City,0415,Baltimore School for the Arts,All English,54,54,1,3.44,42,77.8,20200210
2019,30,Baltimore City,0415,Baltimore School for the Arts,All History & Social Science,*,*,*,*,*,*,20200210
2019,30,Baltimore City,0415,Baltimore School for the Arts,All Math & Computer Science,18,18,1,1.5,3,16.7,20200210
2019,30,Baltimore City,0415,Baltimore School for the Arts,All World Languages & Cultures,21,21,1,4.43,*,>= 95.0,20200210
2019,30,Baltimore City,0416,Digital Harbor High School,All Subjects,71,94,1.3,1.22,*,<= 5.0,20200210
2019,30,Baltimore City,0416,Digital Harbor High School,All English,42,42,1,1.24,*,<= 5.0,20200210
2019,30,Baltimore City,0416,Digital Harbor High School,All History & Social Science,26,26,1,1.31,*,<= 5.0,20200210
2019,30,Baltimore City,0416,Digital Harbor High School,All Math & Computer Science,26,26,1,1.12,*,<= 5.0,20200210
2019,30,Baltimore City,0419,Reginald F. Lewis High,All Subjects,29,30,1,1.03,*,<= 5.0,20200210
2019,30,Baltimore City,0419,Reginald F. Lewis High,All Arts,13,13,1,1,*,<= 5.0,20200210
2019,30,Baltimore City,0419,Reginald F. Lewis High,All English,17,17,1,1.06,*,<= 5.0,20200210
2019,30,Baltimore City,0421,National Academy Foundation,All Subjects,29,35,1.2,1.09,*,<= 5.0,20200210
2019,30,Baltimore City,0421,National Academy Foundation,All English,24,24,1,1.13,*,<= 5.0,20200210
2019,30,Baltimore City,0421,National Academy Foundation,All History & Social Science,11,11,1,1,*,<= 5.0,20200210
2019,30,Baltimore City,0430,Augusta Fells Savage Institute of Visual Arts,All Subjects,14,14,1,1.14,*,<= 5.0,20200210
2019,30,Baltimore City,0430,Augusta Fells Savage Institute of Visual Arts,All English,14,14,1,1.14,*,<= 5.0,20200210
2019,30,Baltimore City,0432,Coppin Academy,All Subjects,20,20,1,1.1,*,<= 5.0,20200210
2019,30,Baltimore City,0432,Coppin Academy,All History & Social Science,20,20,1,1.1,*,<= 5.0,20200210
2019,30,Baltimore City,0450,Frederick Douglass High,All Subjects,19,20,1.1,1.1,*,<= 5.0,20200210
2019,30,Baltimore City,0450,Frederick Douglass High,All English,16,16,1,1,*,<= 5.0,20200210
2019,30,Baltimore City,0450,Frederick Douglass High,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,30,Baltimore City,0454,Carver Vocational-Technical High,All Subjects,13,13,1,1.08,*,<= 5.0,20200210
2019,30,Baltimore City,0454,Carver Vocational-Technical High,All History & Social Science,13,13,1,1.08,*,<= 5.0,20200210
2019,30,Baltimore City,0480,Baltimore City College,All Subjects,242,349,1.4,2.04,93,26.6,20200210
2019,30,Baltimore City,0480,Baltimore City College,All English,125,125,1,2.18,35,28,20200210
2019,30,Baltimore City,0480,Baltimore City College,All History & Social Science,179,179,1,1.8,36,20.1,20200210
2019,30,Baltimore City,0480,Baltimore City College,All Math & Computer Science,39,39,1,2.51,18,46.2,20200210
2019,30,Baltimore City,0480,Baltimore City College,All Sciences,*,*,*,*,*,*,20200210
2019,30,Baltimore City,0480,Baltimore City College,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,30,Baltimore City,A,All Baltimore City Schools,All Subjects,1632,2335,1.4,2.06,728,31.2,20200210
2019,30,Baltimore City,A,All Baltimore City Schools,All AP Capstone,77,77,1,2.57,45,58.4,20200210
2019,30,Baltimore City,A,All Baltimore City Schools,All Arts,82,82,1,2.74,49,59.8,20200210
2019,30,Baltimore City,A,All Baltimore City Schools,All English,792,792,1,1.88,171,21.6,20200210
2019,30,Baltimore City,A,All Baltimore City Schools,All History & Social Science,746,755,1,1.95,211,27.9,20200210
2019,30,Baltimore City,A,All Baltimore City Schools,All Math & Computer Science,346,374,1.1,2.16,132,35.3,20200210
2019,30,Baltimore City,A,All Baltimore City Schools,All Sciences,172,209,1.2,2.15,77,36.8,20200210
2019,30,Baltimore City,A,All Baltimore City Schools,All World Languages & Cultures,46,46,1,3.89,43,93.5,20200210
2019,32,SEED,1000,The Seed School of Maryland,All Subjects,35,39,1.1,1.26,3,7.7,20200210
2019,32,SEED,1000,The Seed School of Maryland,All English,34,34,1,1.29,3,8.8,20200210
2019,32,SEED,1000,The Seed School of Maryland,All History & Social Science,*,*,*,*,*,*,20200210
2019,32,SEED,A,All SEED Schools,All Subjects,35,39,1.1,1.26,3,7.7,20200210
2019,32,SEED,A,All SEED Schools,All English,34,34,1,1.29,3,8.8,20200210
2019,32,SEED,A,All SEED Schools,All History & Social Science,*,*,*,*,*,*,20200210
2019,A,State,A,All Maryland Schools,All Subjects,57866,108242,1.9,3.13,72146,66.7,20200210
2019,A,State,A,All Maryland Schools,All AP Capstone,787,787,1,3.19,647,82.2,20200210
2019,A,State,A,All Maryland Schools,All Arts,2231,2298,1,3.53,1912,83.2,20200210
2019,A,State,A,All Maryland Schools,All English,20495,20564,1,2.89,12086,58.8,20200210
2019,A,State,A,All Maryland Schools,All History & Social Science,38661,44618,1.2,3.11,29447,66,20200210
2019,A,State,A,All Maryland Schools,All Math & Computer Science,17907,20153,1.1,3.31,14471,71.8,20200210
2019,A,State,A,All Maryland Schools,All Sciences,14090,15711,1.1,3.04,9952,63.3,20200210
2019,A,State,A,All Maryland Schools,All World Languages & Cultures,4082,4111,1,3.74,3631,88.3,20200210
