Academic Year,LSS Number,LSS Name,School Number,School Name,AP Subject Group,Students Tested,Number of Exams,Exams per Student,Mean Grade per Exam,Exams with Grades 3-5,% Exams with Grades 3-5,Create Date
2019,10,Frederick,0313,Middletown High,All History & Social Science,165,191,1.2,3.15,122,63.9,20200210
2019,10,Frederick,0313,Middletown High,All Math & Computer Science,74,75,1,3.91,71,94.7,20200210
2019,10,Frederick,0313,Middletown High,All Sciences,83,94,1.1,3.04,64,68.1,20200210
2019,10,Frederick,0313,Middletown High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,10,Frederick,0713,Urbana High,All Subjects,643,1235,1.9,3.44,941,76.2,20200210
2019,10,Frederick,0713,Urbana High,All Arts,*,*,*,*,*,*,20200210
2019,10,Frederick,0713,Urbana High,All English,162,163,1,3.53,126,77.3,20200210
2019,10,Frederick,0713,Urbana High,All History & Social Science,426,535,1.3,3.34,396,74,20200210
2019,10,Frederick,0713,Urbana High,All Math & Computer Science,222,244,1.1,3.89,212,86.9,20200210
2019,10,Frederick,0713,Urbana High,All Sciences,211,248,1.2,3.11,166,66.9,20200210
2019,10,Frederick,0713,Urbana High,All World Languages & Cultures,38,38,1,3.71,34,89.5,20200210
2019,10,Frederick,0912,Linganore High,All Subjects,231,361,1.6,3.33,271,75.1,20200210
2019,10,Frederick,0912,Linganore High,All Arts,*,*,*,*,*,*,20200210
2019,10,Frederick,0912,Linganore High,All English,35,35,1,2.94,21,60,20200210
2019,10,Frederick,0912,Linganore High,All History & Social Science,154,173,1.1,3.23,130,75.1,20200210
2019,10,Frederick,0912,Linganore High,All Math & Computer Science,27,29,1.1,4.17,*,>= 95.0,20200210
2019,10,Frederick,0912,Linganore High,All Sciences,80,97,1.2,3.38,68,70.1,20200210
2019,10,Frederick,0912,Linganore High,All World Languages & Cultures,21,21,1,3.33,18,85.7,20200210
2019,10,Frederick,0920,Oakdale High,All Subjects,294,489,1.7,3.62,405,82.8,20200210
2019,10,Frederick,0920,Oakdale High,All Arts,*,*,*,*,*,*,20200210
2019,10,Frederick,0920,Oakdale High,All English,102,103,1,3.22,78,75.7,20200210
2019,10,Frederick,0920,Oakdale High,All History & Social Science,158,176,1.1,3.47,137,77.8,20200210
2019,10,Frederick,0920,Oakdale High,All Math & Computer Science,89,94,1.1,4.15,89,94.7,20200210
2019,10,Frederick,0920,Oakdale High,All Sciences,85,99,1.2,3.77,86,86.9,20200210
2019,10,Frederick,0920,Oakdale High,All World Languages & Cultures,16,16,1,3.94,14,87.5,20200210
2019,10,Frederick,1509,Catoctin High,All Subjects,104,130,1.3,2.74,72,55.4,20200210
2019,10,Frederick,1509,Catoctin High,All English,14,14,1,2.79,7,50,20200210
2019,10,Frederick,1509,Catoctin High,All History & Social Science,60,61,1,2.36,26,42.6,20200210
2019,10,Frederick,1509,Catoctin High,All Math & Computer Science,29,29,1,3.21,22,75.9,20200210
2019,10,Frederick,1509,Catoctin High,All Sciences,14,14,1,2.71,5,35.7,20200210
2019,10,Frederick,1509,Catoctin High,All World Languages & Cultures,12,12,1,3.5,*,>= 95.0,20200210
2019,10,Frederick,2307,Tuscarora High,All Subjects,263,399,1.5,2.79,237,59.4,20200210
2019,10,Frederick,2307,Tuscarora High,All Arts,*,*,*,*,*,*,20200210
2019,10,Frederick,2307,Tuscarora High,All English,59,60,1,2.67,30,50,20200210
2019,10,Frederick,2307,Tuscarora High,All History & Social Science,171,186,1.1,2.84,113,60.8,20200210
2019,10,Frederick,2307,Tuscarora High,All Math & Computer Science,56,61,1.1,2.54,34,55.7,20200210
2019,10,Frederick,2307,Tuscarora High,All Sciences,86,86,1,2.86,54,62.8,20200210
2019,10,Frederick,2307,Tuscarora High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,10,Frederick,2503,Brunswick High,All Subjects,128,219,1.7,2.94,133,60.7,20200210
2019,10,Frederick,2503,Brunswick High,All Arts,*,*,*,*,*,*,20200210
2019,10,Frederick,2503,Brunswick High,All English,33,33,1,2.52,15,45.5,20200210
2019,10,Frederick,2503,Brunswick High,All History & Social Science,80,84,1.1,3.06,54,64.3,20200210
2019,10,Frederick,2503,Brunswick High,All Math & Computer Science,45,45,1,3.22,31,68.9,20200210
2019,10,Frederick,2503,Brunswick High,All Sciences,47,55,1.2,2.75,31,56.4,20200210
2019,10,Frederick,2503,Brunswick High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,10,Frederick,2610,Walkersville High,All Subjects,200,327,1.6,3.07,218,66.7,20200210
2019,10,Frederick,2610,Walkersville High,All Arts,*,*,*,*,*,*,20200210
2019,10,Frederick,2610,Walkersville High,All English,52,54,1,3.19,38,70.4,20200210
2019,10,Frederick,2610,Walkersville High,All History & Social Science,136,143,1.1,2.8,81,56.6,20200210
2019,10,Frederick,2610,Walkersville High,All Math & Computer Science,63,65,1,3.74,57,87.7,20200210
2019,10,Frederick,2610,Walkersville High,All Sciences,47,54,1.1,2.8,31,57.4,20200210
2019,10,Frederick,2610,Walkersville High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,10,Frederick,A,All Frederick Schools,All Subjects,2542,4290,1.7,3.25,3047,71,20200210
2019,10,Frederick,A,All Frederick Schools,All Arts,40,42,1.1,3.9,*,>= 95.0,20200210
2019,10,Frederick,A,All Frederick Schools,All English,575,581,1,3.13,382,65.7,20200210
2019,10,Frederick,A,All Frederick Schools,All History & Social Science,1650,1910,1.2,3.14,1296,67.9,20200210
2019,10,Frederick,A,All Frederick Schools,All Math & Computer Science,698,744,1.1,3.71,622,83.6,20200210
2019,10,Frederick,A,All Frederick Schools,All Sciences,785,897,1.1,3.12,599,66.8,20200210
2019,10,Frederick,A,All Frederick Schools,All World Languages & Cultures,116,116,1,3.7,106,91.4,20200210
2019,11,Garrett,0512,Northern Garrett High School,All Subjects,76,103,1.4,2.63,55,53.4,20200210
2019,11,Garrett,0512,Northern Garrett High School,All Arts,*,*,*,*,*,*,20200210
2019,11,Garrett,0512,Northern Garrett High School,All English,13,13,1,3.15,9,69.2,20200210
2019,11,Garrett,0512,Northern Garrett High School,All History & Social Science,*,*,*,*,*,*,20200210
2019,11,Garrett,0512,Northern Garrett High School,All Math & Computer Science,28,30,1.1,2.4,14,46.7,20200210
2019,11,Garrett,0512,Northern Garrett High School,All Sciences,41,48,1.2,2.46,22,45.8,20200210
2019,11,Garrett,0709,Southern Garrett High School,All Subjects,112,158,1.4,2.72,92,58.2,20200210
2019,11,Garrett,0709,Southern Garrett High School,All Arts,*,*,*,*,*,*,20200210
2019,11,Garrett,0709,Southern Garrett High School,All English,11,11,1,3,6,54.5,20200210
2019,11,Garrett,0709,Southern Garrett High School,All History & Social Science,65,65,1,2.35,25,38.5,20200210
2019,11,Garrett,0709,Southern Garrett High School,All Math & Computer Science,55,56,1,3.16,48,85.7,20200210
2019,11,Garrett,0709,Southern Garrett High School,All Sciences,25,25,1,2.52,12,48,20200210
2019,11,Garrett,A,All Garrett Schools,All Subjects,188,261,1.4,2.68,147,56.3,20200210
2019,11,Garrett,A,All Garrett Schools,All Arts,*,*,*,*,*,*,20200210
2019,11,Garrett,A,All Garrett Schools,All English,24,24,1,3.08,15,62.5,20200210
2019,11,Garrett,A,All Garrett Schools,All History & Social Science,72,72,1,2.47,31,43.1,20200210
2019,11,Garrett,A,All Garrett Schools,All Math & Computer Science,83,86,1,2.9,62,72.1,20200210
2019,11,Garrett,A,All Garrett Schools,All Sciences,66,73,1.1,2.48,34,46.6,20200210
2019,12,Harford,0176,Edgewood High,All Subjects,156,205,1.3,2.45,83,40.5,20200210
2019,12,Harford,0176,Edgewood High,All Arts,15,15,1,3.47,13,86.7,20200210
2019,12,Harford,0176,Edgewood High,All English,30,31,1,2.23,8,25.8,20200210
2019,12,Harford,0176,Edgewood High,All History & Social Science,126,138,1.1,2.41,54,39.1,20200210
2019,12,Harford,0176,Edgewood High,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,12,Harford,0176,Edgewood High,All Sciences,13,13,1,2.31,6,46.2,20200210
2019,12,Harford,0181,Joppatowne High,All Subjects,164,295,1.8,1.82,67,22.7,20200210
2019,12,Harford,0181,Joppatowne High,All Arts,*,*,*,*,*,*,20200210
2019,12,Harford,0181,Joppatowne High,All English,105,106,1,1.6,11,10.4,20200210
2019,12,Harford,0181,Joppatowne High,All History & Social Science,99,113,1.1,1.86,30,26.5,20200210
2019,12,Harford,0181,Joppatowne High,All Math & Computer Science,48,50,1,1.84,14,28,20200210
2019,12,Harford,0181,Joppatowne High,All Sciences,11,11,1,2.09,4,36.4,20200210
2019,12,Harford,0181,Joppatowne High,All World Languages & Cultures,10,10,1,2,3,30,20200210
2019,12,Harford,0187,Patterson Mill High School,All Subjects,168,287,1.7,3.09,200,69.7,20200210
2019,12,Harford,0187,Patterson Mill High School,All Arts,19,21,1.1,4.05,*,>= 95.0,20200210
2019,12,Harford,0187,Patterson Mill High School,All English,45,45,1,3.2,38,84.4,20200210
2019,12,Harford,0187,Patterson Mill High School,All History & Social Science,111,123,1.1,2.87,75,61,20200210
2019,12,Harford,0187,Patterson Mill High School,All Math & Computer Science,48,52,1.1,2.87,29,55.8,20200210
2019,12,Harford,0187,Patterson Mill High School,All Sciences,46,46,1,3.39,37,80.4,20200210
2019,12,Harford,0270,Aberdeen High,All Subjects,314,711,2.3,3.47,536,75.4,20200210
2019,12,Harford,0270,Aberdeen High,All Arts,*,*,*,*,*,*,20200210
2019,12,Harford,0270,Aberdeen High,All English,82,82,1,3.35,61,74.4,20200210
2019,12,Harford,0270,Aberdeen High,All History & Social Science,160,177,1.1,2.88,103,58.2,20200210
2019,12,Harford,0270,Aberdeen High,All Math & Computer Science,194,227,1.2,3.86,193,85,20200210
2019,12,Harford,0270,Aberdeen High,All Sciences,176,215,1.2,3.57,170,79.1,20200210
2019,12,Harford,0270,Aberdeen High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,12,Harford,0304,Harford Technical High,All Subjects,220,315,1.4,2.88,198,62.9,20200210
2019,12,Harford,0304,Harford Technical High,All English,98,98,1,2.66,58,59.2,20200210
2019,12,Harford,0304,Harford Technical High,All History & Social Science,132,140,1.1,3.06,93,66.4,20200210
2019,12,Harford,0304,Harford Technical High,All Math & Computer Science,44,50,1.1,3.08,36,72,20200210
2019,12,Harford,0304,Harford Technical High,All Sciences,24,27,1.1,2.41,11,40.7,20200210
2019,12,Harford,0373,Bel Air High,All Subjects,310,526,1.7,2.81,327,62.2,20200210
2019,12,Harford,0373,Bel Air High,All Arts,*,*,*,*,*,*,20200210
2019,12,Harford,0373,Bel Air High,All English,93,94,1,3,67,71.3,20200210
2019,12,Harford,0373,Bel Air High,All History & Social Science,251,274,1.1,2.7,155,56.6,20200210
2019,12,Harford,0373,Bel Air High,All Math & Computer Science,124,131,1.1,2.83,85,64.9,20200210
2019,12,Harford,0373,Bel Air High,All Sciences,14,14,1,3.36,12,85.7,20200210
2019,12,Harford,0373,Bel Air High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,12,Harford,0382,Fallston High,All Subjects,211,410,1.9,2.87,253,61.7,20200210
2019,12,Harford,0382,Fallston High,All Arts,*,*,*,*,*,*,20200210
2019,12,Harford,0382,Fallston High,All English,64,64,1,2.77,35,54.7,20200210
2019,12,Harford,0382,Fallston High,All History & Social Science,156,195,1.3,2.66,104,53.3,20200210
2019,12,Harford,0382,Fallston High,All Math & Computer Science,63,72,1.1,3.42,58,80.6,20200210
2019,12,Harford,0382,Fallston High,All Sciences,49,52,1.1,2.92,34,65.4,20200210
2019,12,Harford,0382,Fallston High,All World Languages & Cultures,18,18,1,2.67,13,72.2,20200210
2019,12,Harford,0385,C. Milton Wright High,All Subjects,324,612,1.9,3.05,415,67.8,20200210
2019,12,Harford,0385,C. Milton Wright High,All Arts,*,*,*,*,*,*,20200210
2019,12,Harford,0385,C. Milton Wright High,All English,111,111,1,2.97,73,65.8,20200210
2019,12,Harford,0385,C. Milton Wright High,All History & Social Science,242,277,1.1,2.96,183,66.1,20200210
2019,12,Harford,0385,C. Milton Wright High,All Math & Computer Science,91,122,1.3,3.49,99,81.1,20200210
2019,12,Harford,0385,C. Milton Wright High,All Sciences,84,94,1.1,2.82,53,56.4,20200210
2019,12,Harford,0385,C. Milton Wright High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,12,Harford,0580,North Harford High,All Subjects,255,397,1.6,2.97,261,65.7,20200210
2019,12,Harford,0580,North Harford High,All Arts,*,*,*,*,*,*,20200210
2019,12,Harford,0580,North Harford High,All English,64,65,1,3.09,43,66.2,20200210
2019,12,Harford,0580,North Harford High,All History & Social Science,195,208,1.1,3.05,145,69.7,20200210
2019,12,Harford,0580,North Harford High,All Math & Computer Science,51,54,1.1,2.98,37,68.5,20200210
2019,12,Harford,0580,North Harford High,All Sciences,58,67,1.2,2.58,34,50.7,20200210
2019,12,Harford,0580,North Harford High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,12,Harford,0678,Havre de Grace High,All Subjects,74,120,1.6,2.68,67,55.8,20200210
2019,12,Harford,0678,Havre de Grace High,All Arts,*,*,*,*,*,*,20200210
2019,12,Harford,0678,Havre de Grace High,All English,31,31,1,2.61,15,48.4,20200210
2019,12,Harford,0678,Havre de Grace High,All History & Social Science,48,48,1,2.67,27,56.3,20200210
2019,12,Harford,0678,Havre de Grace High,All Math & Computer Science,19,22,1.2,3.09,16,72.7,20200210
2019,12,Harford,0678,Havre de Grace High,All Sciences,16,17,1.1,2.24,7,41.2,20200210
2019,12,Harford,0678,Havre de Grace High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,12,Harford,A,All Harford Schools,All Subjects,2196,3878,1.8,2.92,2407,62.1,20200210
2019,12,Harford,A,All Harford Schools,All Arts,69,71,1,3.82,*,>= 95.0,20200210
2019,12,Harford,A,All Harford Schools,All English,723,727,1,2.74,409,56.3,20200210
2019,12,Harford,A,All Harford Schools,All History & Social Science,1520,1693,1.1,2.76,969,57.2,20200210
2019,12,Harford,A,All Harford Schools,All Math & Computer Science,690,788,1.1,3.25,569,72.2,20200210
2019,12,Harford,A,All Harford Schools,All Sciences,491,556,1.1,3.09,368,66.2,20200210
2019,12,Harford,A,All Harford Schools,All World Languages & Cultures,43,43,1,2.6,24,55.8,20200210
2019,13,Howard,0203,Howard High,All Subjects,476,1077,2.3,3.47,866,80.4,20200210
2019,13,Howard,0203,Howard High,All Arts,19,19,1,3.74,18,94.7,20200210
2019,13,Howard,0203,Howard High,All English,222,223,1,3.25,169,75.8,20200210
2019,13,Howard,0203,Howard High,All History & Social Science,243,308,1.3,3.74,269,87.3,20200210
2019,13,Howard,0203,Howard High,All Math & Computer Science,278,322,1.2,3.64,275,85.4,20200210
2019,13,Howard,0203,Howard High,All Sciences,157,164,1,2.9,103,62.8,20200210
2019,13,Howard,0203,Howard High,All World Languages & Cultures,39,41,1.1,3.54,32,78,20200210
2019,13,Howard,0207,Mount Hebron High,All Subjects,486,1111,2.3,3.86,985,88.7,20200210
2019,13,Howard,0207,Mount Hebron High,All Arts,*,*,*,*,*,*,20200210
2019,13,Howard,0207,Mount Hebron High,All English,102,102,1,3.63,88,86.3,20200210
2019,13,Howard,0207,Mount Hebron High,All History & Social Science,297,355,1.2,4.06,328,92.4,20200210
2019,13,Howard,0207,Mount Hebron High,All Math & Computer Science,296,361,1.2,3.96,323,89.5,20200210
2019,13,Howard,0207,Mount Hebron High,All Sciences,206,226,1.1,3.5,183,81,20200210
2019,13,Howard,0207,Mount Hebron High,All World Languages & Cultures,59,59,1,3.95,56,94.9,20200210
2019,13,Howard,0211,Dunloggin Middle,All Subjects,*,*,*,*,*,*,20200210
2019,13,Howard,0211,Dunloggin Middle,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,13,Howard,0214,Centennial High,All Subjects,638,1569,2.5,3.78,1395,88.9,20200210
2019,13,Howard,0214,Centennial High,All Arts,*,*,*,*,*,*,20200210
2019,13,Howard,0214,Centennial High,All English,250,250,1,3.7,226,90.4,20200210
2019,13,Howard,0214,Centennial High,All History & Social Science,408,519,1.3,3.73,451,86.9,20200210
2019,13,Howard,0214,Centennial High,All Math & Computer Science,403,460,1.1,3.94,426,92.6,20200210
2019,13,Howard,0214,Centennial High,All Sciences,226,267,1.2,3.69,223,83.5,20200210
2019,13,Howard,0214,Centennial High,All World Languages & Cultures,65,66,1,3.83,*,>= 95.0,20200210
2019,13,Howard,0216,Burleigh Manor Middle School,All Subjects,*,*,*,*,*,*,20200210
2019,13,Howard,0216,Burleigh Manor Middle School,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,13,Howard,0304,Mount View Middle,All Subjects,*,*,*,*,*,*,20200210
2019,13,Howard,0304,Mount View Middle,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,13,Howard,0307,Folly Quarter Middle,All Subjects,*,*,*,*,*,*,20200210
2019,13,Howard,0307,Folly Quarter Middle,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,13,Howard,0308,Marriotts Ridge High,All Subjects,588,1405,2.4,3.77,1203,85.6,20200210
2019,13,Howard,0308,Marriotts Ridge High,All Arts,15,16,1.1,3.56,15,93.8,20200210
2019,13,Howard,0308,Marriotts Ridge High,All English,143,144,1,3.63,125,86.8,20200210
2019,13,Howard,0308,Marriotts Ridge High,All History & Social Science,435,554,1.3,3.78,473,85.4,20200210
2019,13,Howard,0308,Marriotts Ridge High,All Math & Computer Science,338,409,1.2,3.9,360,88,20200210
2019,13,Howard,0308,Marriotts Ridge High,All Sciences,210,234,1.1,3.55,186,79.5,20200210
2019,13,Howard,0308,Marriotts Ridge High,All World Languages & Cultures,48,48,1,3.94,44,91.7,20200210
2019,13,Howard,0404,Glenelg High,All Subjects,406,881,2.2,3.63,738,83.8,20200210
2019,13,Howard,0404,Glenelg High,All Arts,22,28,1.3,3.89,*,>= 95.0,20200210
2019,13,Howard,0404,Glenelg High,All English,164,164,1,3.49,134,81.7,20200210
2019,13,Howard,0404,Glenelg High,All History & Social Science,245,282,1.2,3.84,251,89,20200210
2019,13,Howard,0404,Glenelg High,All Math & Computer Science,210,240,1.1,3.77,201,83.8,20200210
2019,13,Howard,0404,Glenelg High,All Sciences,134,142,1.1,3.06,101,71.1,20200210
2019,13,Howard,0404,Glenelg High,All World Languages & Cultures,25,25,1,3.68,23,92,20200210
2019,13,Howard,0509,Atholton High,All Subjects,499,1071,2.1,3.67,921,86,20200210
2019,13,Howard,0509,Atholton High,All Arts,15,15,1,3.8,14,93.3,20200210
2019,13,Howard,0509,Atholton High,All English,104,104,1,3.68,95,91.3,20200210
2019,13,Howard,0509,Atholton High,All History & Social Science,366,440,1.2,3.65,370,84.1,20200210
2019,13,Howard,0509,Atholton High,All Math & Computer Science,266,324,1.2,3.76,286,88.3,20200210
2019,13,Howard,0509,Atholton High,All Sciences,119,129,1.1,3.47,103,79.8,20200210
2019,13,Howard,0509,Atholton High,All World Languages & Cultures,58,59,1,3.68,53,89.8,20200210
2019,13,Howard,0516,Wilde Lake High,All Subjects,235,446,1.9,3.43,342,76.7,20200210
2019,13,Howard,0516,Wilde Lake High,All Arts,15,15,1,3.07,12,80,20200210
2019,13,Howard,0516,Wilde Lake High,All English,87,87,1,3.31,66,75.9,20200210
2019,13,Howard,0516,Wilde Lake High,All History & Social Science,135,143,1.1,3.31,109,76.2,20200210
2019,13,Howard,0516,Wilde Lake High,All Math & Computer Science,90,98,1.1,3.8,79,80.6,20200210
2019,13,Howard,0516,Wilde Lake High,All Sciences,63,66,1,3.5,51,77.3,20200210
2019,13,Howard,0516,Wilde Lake High,All World Languages & Cultures,37,37,1,3.16,25,67.6,20200210
2019,13,Howard,0521,Clarksville Middle,All Subjects,*,*,*,*,*,*,20200210
2019,13,Howard,0521,Clarksville Middle,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,13,Howard,0524,River Hill High,All Subjects,559,1331,2.4,3.77,1137,85.4,20200210
2019,13,Howard,0524,River Hill High,All Arts,58,60,1,3.47,53,88.3,20200210
2019,13,Howard,0524,River Hill High,All English,187,193,1,3.57,161,83.4,20200210
2019,13,Howard,0524,River Hill High,All History & Social Science,343,409,1.2,3.5,316,77.3,20200210
2019,13,Howard,0524,River Hill High,All Math & Computer Science,343,406,1.2,4.05,366,90.1,20200210
2019,13,Howard,0524,River Hill High,All Sciences,172,207,1.2,4.01,190,91.8,20200210
2019,13,Howard,0524,River Hill High,All World Languages & Cultures,55,56,1,3.77,51,91.1,20200210
2019,13,Howard,0527,Reservoir High,All Subjects,401,862,2.1,3.4,675,78.3,20200210
2019,13,Howard,0527,Reservoir High,All Arts,*,*,*,*,*,*,20200210
2019,13,Howard,0527,Reservoir High,All English,176,176,1,3.2,131,74.4,20200210
2019,13,Howard,0527,Reservoir High,All History & Social Science,299,339,1.1,3.53,278,82,20200210
2019,13,Howard,0527,Reservoir High,All Math & Computer Science,153,170,1.1,3.81,151,88.8,20200210
2019,13,Howard,0527,Reservoir High,All Sciences,119,136,1.1,2.89,87,64,20200210
2019,13,Howard,0527,Reservoir High,All World Languages & Cultures,31,32,1,3.25,21,65.6,20200210
2019,13,Howard,0607,Hammond Middle School,All Subjects,*,*,*,*,*,*,20200210
2019,13,Howard,0607,Hammond Middle School,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,13,Howard,0611,Oakland Mills High,All Subjects,199,357,1.8,2.84,208,58.3,20200210
2019,13,Howard,0611,Oakland Mills High,All Arts,*,*,*,*,*,*,20200210
2019,13,Howard,0611,Oakland Mills High,All English,59,59,1,2.86,34,57.6,20200210
2019,13,Howard,0611,Oakland Mills High,All History & Social Science,127,137,1.1,3.09,92,67.2,20200210
2019,13,Howard,0611,Oakland Mills High,All Math & Computer Science,65,75,1.2,3.05,51,68,20200210
2019,13,Howard,0611,Oakland Mills High,All Sciences,64,65,1,1.97,17,26.2,20200210
2019,13,Howard,0611,Oakland Mills High,All World Languages & Cultures,19,19,1,3.05,13,68.4,20200210
2019,13,Howard,0619,Hammond High,All Subjects,273,557,2,3.19,391,70.2,20200210
2019,13,Howard,0619,Hammond High,All Arts,*,*,*,*,*,*,20200210
2019,13,Howard,0619,Hammond High,All English,100,100,1,3.05,71,71,20200210
2019,13,Howard,0619,Hammond High,All History & Social Science,182,208,1.1,3.26,149,71.6,20200210
2019,13,Howard,0619,Hammond High,All Math & Computer Science,135,149,1.1,3.4,117,78.5,20200210
2019,13,Howard,0619,Hammond High,All Sciences,73,79,1.1,2.58,35,44.3,20200210
2019,13,Howard,0619,Hammond High,All World Languages & Cultures,13,13,1,4,11,84.6,20200210
2019,13,Howard,0621,Patuxent Valley Middle,All Subjects,*,*,*,*,*,*,20200210
2019,13,Howard,0621,Patuxent Valley Middle,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,13,Howard,0623,Long Reach High,All Subjects,270,588,2.2,3.32,436,74.1,20200210
2019,13,Howard,0623,Long Reach High,All Arts,17,18,1.1,3.78,*,>= 95.0,20200210
2019,13,Howard,0623,Long Reach High,All English,145,146,1,3.01,92,63,20200210
2019,13,Howard,0623,Long Reach High,All History & Social Science,197,235,1.2,3.23,171,72.8,20200210
2019,13,Howard,0623,Long Reach High,All Math & Computer Science,96,113,1.2,3.88,102,90.3,20200210
2019,13,Howard,0623,Long Reach High,All Sciences,52,52,1,3.23,35,67.3,20200210
2019,13,Howard,0623,Long Reach High,All World Languages & Cultures,24,24,1,3.42,18,75,20200210
2019,13,Howard,A,All Howard Schools,All Subjects,5042,11267,2.2,3.61,9309,82.6,20200210
2019,13,Howard,A,All Howard Schools,All Arts,194,205,1.1,3.6,187,91.2,20200210
2019,13,Howard,A,All Howard Schools,All English,1739,1748,1,3.41,1392,79.6,20200210
2019,13,Howard,A,All Howard Schools,All History & Social Science,3277,3929,1.2,3.63,3257,82.9,20200210
2019,13,Howard,A,All Howard Schools,All Math & Computer Science,2685,3139,1.2,3.83,2749,87.6,20200210
2019,13,Howard,A,All Howard Schools,All Sciences,1595,1767,1.1,3.35,1314,74.4,20200210
2019,13,Howard,A,All Howard Schools,All World Languages & Cultures,473,479,1,3.66,410,85.6,20200210
2019,14,Kent,0301,Kent County High,All Subjects,71,146,2.1,2.53,72,49.3,20200210
2019,14,Kent,0301,Kent County High,All Arts,*,*,*,*,*,*,20200210
2019,14,Kent,0301,Kent County High,All English,52,52,1,2.46,21,40.4,20200210
2019,14,Kent,0301,Kent County High,All History & Social Science,15,15,1,2.6,8,53.3,20200210
2019,14,Kent,0301,Kent County High,All Math & Computer Science,29,34,1.2,2.44,16,47.1,20200210
2019,14,Kent,0301,Kent County High,All Sciences,37,43,1.2,2.6,25,58.1,20200210
2019,14,Kent,A,All Kent Schools,All Subjects,71,146,2.1,2.53,72,49.3,20200210
2019,14,Kent,A,All Kent Schools,All Arts,*,*,*,*,*,*,20200210
2019,14,Kent,A,All Kent Schools,All English,52,52,1,2.46,21,40.4,20200210
2019,14,Kent,A,All Kent Schools,All History & Social Science,15,15,1,2.6,8,53.3,20200210
2019,14,Kent,A,All Kent Schools,All Math & Computer Science,29,34,1.2,2.44,16,47.1,20200210
2019,14,Kent,A,All Kent Schools,All Sciences,37,43,1.2,2.6,25,58.1,20200210
2019,15,Montgomery,0104,Seneca Valley High,All Subjects,173,178,1,2.46,76,42.7,20200210
2019,15,Montgomery,0104,Seneca Valley High,All History & Social Science,138,138,1,2.37,55,39.9,20200210
2019,15,Montgomery,0104,Seneca Valley High,All Math & Computer Science,35,37,1.1,2.78,20,54.1,20200210
2019,15,Montgomery,0104,Seneca Valley High,All Sciences,*,*,*,*,*,*,20200210
2019,15,Montgomery,0125,Quince Orchard High,All Subjects,1161,2486,2.1,2.96,1513,60.9,20200210
2019,15,Montgomery,0125,Quince Orchard High,All Arts,63,71,1.1,3.07,47,66.2,20200210
2019,15,Montgomery,0125,Quince Orchard High,All English,697,698,1,2.35,277,39.7,20200210
2019,15,Montgomery,0125,Quince Orchard High,All History & Social Science,867,1077,1.2,3.05,697,64.7,20200210
2019,15,Montgomery,0125,Quince Orchard High,All Math & Computer Science,263,302,1.1,3.88,265,87.7,20200210
2019,15,Montgomery,0125,Quince Orchard High,All Sciences,193,204,1.1,2.84,120,58.8,20200210
2019,15,Montgomery,0125,Quince Orchard High,All World Languages & Cultures,134,134,1,3.48,107,79.9,20200210
2019,15,Montgomery,0152,Poolesville High,All Subjects,862,2116,2.5,3.83,1861,87.9,20200210
2019,15,Montgomery,0152,Poolesville High,All AP Capstone,106,106,1,3.38,95,89.6,20200210
2019,15,Montgomery,0152,Poolesville High,All Arts,94,98,1,3.93,89,90.8,20200210
2019,15,Montgomery,0152,Poolesville High,All English,306,306,1,3.91,276,90.2,20200210
2019,15,Montgomery,0152,Poolesville High,All History & Social Science,633,767,1.2,3.76,653,85.1,20200210
2019,15,Montgomery,0152,Poolesville High,All Math & Computer Science,423,511,1.2,3.87,455,89,20200210
2019,15,Montgomery,0152,Poolesville High,All Sciences,214,291,1.4,3.96,259,89,20200210
2019,15,Montgomery,0152,Poolesville High,All World Languages & Cultures,37,37,1,4.14,34,91.9,20200210
2019,15,Montgomery,0201,Richard Montgomery High,All Subjects,1143,2553,2.2,3.66,2069,81,20200210
2019,15,Montgomery,0201,Richard Montgomery High,All Arts,10,10,1,3.6,*,>= 95.0,20200210
2019,15,Montgomery,0201,Richard Montgomery High,All English,391,401,1,3.44,301,75.1,20200210
2019,15,Montgomery,0201,Richard Montgomery High,All History & Social Science,856,1047,1.2,3.64,844,80.6,20200210
2019,15,Montgomery,0201,Richard Montgomery High,All Math & Computer Science,412,467,1.1,3.84,403,86.3,20200210
2019,15,Montgomery,0201,Richard Montgomery High,All Sciences,339,401,1.2,3.39,286,71.3,20200210
